CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,norad_id
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-15T02:34:27,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-14 03:55:25.612032+00:00,1.70473991,0.00047534,55.4761,102.0219,345.7526,14.2010,0,U,41860,999,5907,0.00000000000000,0.00000049,0.0000000000000,29600.321,844.704,23236.256,23208.116,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5196476,323371080,0 GALILEO 16 (26C),1 41860U 16069B   26134.16349088  .00000049  00000-0  00000-0 0  9999,2 41860  55.4761 102.0219 0004753 345.7526  14.2010  1.70473991 59075,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-20T17:35:22,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-20 00:42:12.484224+00:00,1.70473924,0.00047579,55.4799,101.8598,347.8096,12.1297,0,U,41860,999,5917,0.00000000000000,0.00000019,0.0000000000000,29600.329,844.704,23236.278,23208.110,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5207233,323993955,0 GALILEO 16 (26C),1 41860U 16069B   26140.02931116  .00000019  00000-0  00000-0 0  9997,2 41860  55.4799 101.8598 0004758 347.8096  12.1297  1.70473924 59174,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-21T20:56:34,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-21 04:51:35.161920+00:00,1.70473876,0.00047440,55.4806,101.8273,348.3152,11.6290,0,U,41860,999,5919,0.00000000000000,0.00000020,0.0000000000000,29600.334,844.704,23236.242,23208.157,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5207638,324134545,0 GALILEO 16 (26C),1 41860U 16069B   26141.20249030  .00000020  00000-0  00000+0 0  9996,2 41860  55.4806 101.8273 0004744 348.3152  11.6290  1.70473876 59192,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-21T17:37:02,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-21 04:51:35.162784+00:00,1.70473876,0.00047435,55.4806,101.8273,348.3152,11.6290,0,U,41860,999,5919,0.00000000000000,0.00000020,0.0000000000000,29600.334,844.704,23236.240,23208.158,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5207371,324094480,0 GALILEO 16 (26C),1 41860U 16069B   26141.20249031  .00000020  00000-0  00000-0 0  9998,2 41860  55.4806 101.8273 0004744 348.3152  11.6290  1.70473876 59192,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-25T04:06:45,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-24 03:15:00.486720+00:00,1.70473965,0.00047432,55.4824,101.7462,349.5269,10.4238,0,U,41860,999,5924,0.00000000000000,0.00000016,0.0000000000000,29600.324,844.704,23236.229,23208.149,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5212715,324760167,0 GALILEO 16 (26C),1 41860U 16069B   26144.13542230  .00000016  00000-0  00000-0 0  9995,2 41860  55.4824 101.7462 0004743 349.5269  10.4238  1.70473965 59246,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-25T17:37:17,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-24 17:19:41.416032+00:00,1.70473926,0.00047376,55.4828,101.7300,349.6187,10.3311,0,U,41860,999,5925,0.00000000000000,0.00000014,0.0000000000000,29600.329,844.704,23236.217,23208.170,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5214505,324966358,0 GALILEO 16 (26C),1 41860U 16069B   26144.72200713  .00000014  00000-0  00000-0 0  9995,2 41860  55.4828 101.7300 0004738 349.6187  10.3311  1.70473926 59254,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-26T10:30:27,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-25 21:29:02.802912+00:00,1.70473945,0.00047282,55.4835,101.6975,350.0840,9.8628,0,U,41860,999,5927,0.00000000000000,0.00000007,0.0000000000000,29600.326,844.704,23236.187,23208.196,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5214595,325000199,0 GALILEO 16 (26C),1 41860U 16069B   26145.89517133  .00000007  00000-0  00000-0 0  9993,2 41860  55.4835 101.6975 0004728 350.0840   9.8628  1.70473945 59277,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-28T06:46:34,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-27 15:43:04.503936+00:00,1.70474009,0.00047120,55.4846,101.6489,350.8102,9.1301,0,U,41860,999,5930,0.00000000000000,-0.00000003,0.0000000000000,29600.319,844.704,23236.132,23208.236,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5217834,325451423,0 GALILEO 16 (26C),1 41860U 16069B   26147.65491324 -.00000003  00000-0  00000+0 0  9998,2 41860  55.4846 101.6489 0004712 350.8102   9.1301  1.70474009 59308,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-28T02:30:48,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-27 15:43:04.504800+00:00,1.70474009,0.00047124,55.4846,101.6490,350.8102,9.1301,0,U,41860,999,5930,0.00000000000000,-0.00000003,0.0000000000000,29600.319,844.704,23236.133,23208.235,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5217309,325411383,0 GALILEO 16 (26C),1 41860U 16069B   26147.65491325 -.00000003  00000-0  00000-0 0  9990,2 41860  55.4846 101.6490 0004712 350.8102   9.1301  1.70474009 59300,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-28T15:57:22,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-28 05:47:45.029760+00:00,1.70474033,0.00047090,55.4849,101.6327,350.8222,9.1160,0,U,41860,999,5931,0.00000000000000,-0.00000005,0.0000000000000,29600.316,844.703,23236.120,23208.242,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5218432,325569556,0 GALILEO 16 (26C),1 41860U 16069B   26148.24149340 -.00000005  00000-0  00000+0 0  9994,2 41860  55.4849 101.6327 0004709 350.8222   9.1160  1.70474033 59312,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-28T10:52:39,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-28 05:47:45.030624+00:00,1.70474033,0.00047088,55.4849,101.6327,350.8222,9.1160,0,U,41860,999,5931,0.00000000000000,-0.00000005,0.0000000000000,29600.316,844.703,23236.120,23208.243,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5218154,325526402,0 GALILEO 16 (26C),1 41860U 16069B   26148.24149341 -.00000005  00000-0  00000-0 0  9996,2 41860  55.4849 101.6327 0004709 350.8222   9.1160  1.70474033 59312,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-29T17:54:44,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-28 05:47:45.248352+00:00,1.70473970,0.00047101,55.4848,101.6328,350.8303,9.1079,0,U,41860,999,5931,0.00000000000000,-0.00000005,0.0000000000000,29600.324,844.704,23236.131,23208.247,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5221432,325871097,0 GALILEO 16 (26C),1 41860U 16069B   26148.24149593 -.00000005  00000-0  00000-0 0  9995,2 41860  55.4848 101.6328 0004710 350.8303   9.1079  1.70473970 59312,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-30T16:36:27,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-30 00:01:47.415936+00:00,1.70474017,0.00046960,55.4858,101.5843,351.3160,8.6186,0,U,41860,999,5934,0.00000000000000,-0.00000008,0.0000000000000,29600.318,844.704,23236.083,23208.283,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5222483,326014773,0 GALILEO 16 (26C),1 41860U 16069B   26150.00124324 -.00000008  00000-0  00000+0 0  9999,2 41860  55.4858 101.5843 0004696 351.3160   8.6186  1.70474017 59343,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-30T21:02:43,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-30 00:01:47.416800+00:00,1.70474017,0.00046960,55.4858,101.5843,351.3160,8.6186,0,U,41860,999,5934,0.00000000000000,-0.00000008,0.0000000000000,29600.318,844.704,23236.083,23208.283,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5223167,326095217,0 GALILEO 16 (26C),1 41860U 16069B   26150.00124325 -.00000008  00000-0  00000-0 0  9991,2 41860  55.4858 101.5843 0004696 351.3160   8.6186  1.70474017 59343,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-31T06:46:43,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-30 14:06:28.302912+00:00,1.70474033,0.00047070,55.4861,101.5681,351.5159,8.4188,0,U,41860,999,5935,0.00000000000000,-0.00000007,0.0000000000000,29600.316,844.703,23236.114,23208.248,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5224138,326243831,0 GALILEO 16 (26C),1 41860U 16069B   26150.58782758 -.00000007  00000-0  00000+0 0  9992,2 41860  55.4861 101.5681 0004707 351.5159   8.4188  1.70474033 59359,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-31T06:06:41,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-30 14:06:28.303776+00:00,1.70474033,0.00047067,55.4861,101.5681,351.5159,8.4188,0,U,41860,999,5935,0.00000000000000,-0.00000007,0.0000000000000,29600.316,844.703,23236.113,23208.249,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5223946,326203909,0 GALILEO 16 (26C),1 41860U 16069B   26150.58782759 -.00000007  00000-0  00000-0 0  9994,2 41860  55.4861 101.5681 0004707 351.5159   8.4188  1.70474033 59359,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-31T16:16:51,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-31 04:11:09.312576+00:00,1.70474031,0.00047160,55.4865,101.5519,351.6441,8.2911,0,U,41860,999,5936,0.00000000000000,-0.00000006,0.0000000000000,29600.316,844.703,23236.141,23208.222,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5225143,326319542,0 GALILEO 16 (26C),1 41860U 16069B   26151.17441334 -.00000006  00000-0  00000+0 0  9999,2 41860  55.4865 101.5519 0004716 351.6441   8.2911  1.70474031 59369,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-01T10:22:25,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-05-31 04:11:09.313440+00:00,1.70474031,0.00047165,55.4865,101.5519,351.6441,8.2911,0,U,41860,999,5936,0.00000000000000,-0.00000006,0.0000000000000,29600.317,844.703,23236.142,23208.221,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5227124,326539816,0 GALILEO 16 (26C),1 41860U 16069B   26151.17441335 -.00000006  00000-0  00000-0 0  9991,2 41860  55.4865 101.5519 0004716 351.6441   8.2911  1.70474031 59369,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-03T21:59:02,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-03 02:34:35.573088+00:00,1.70474020,0.00046934,55.4882,101.4709,352.8898,7.0579,0,U,41860,999,5941,0.00000000000000,0.00000006,0.0000000000000,29600.318,844.703,23236.075,23208.290,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5228922,326927105,0 GALILEO 16 (26C),1 41860U 16069B   26154.10735617  .00000006  00000-0  00000-0 0  9995,2 41860  55.4882 101.4709 0004693 352.8898   7.0579  1.70474020 59412,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-06T17:50:36,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-06 00:58:02.680320+00:00,1.70473908,0.00046811,55.4899,101.3899,354.1097,5.8552,0,U,41860,999,5946,0.00000000000000,0.00000021,0.0000000000000,29600.331,844.704,23236.052,23208.339,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5233480,327588628,0 GALILEO 16 (26C),1 41860U 16069B   26157.04030880  .00000021  00000-0  00000-0 0  9998,2 41860  55.4899 101.3899 0004681 354.1097   5.8552  1.70473908 59468,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-09T19:23:37,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-08 23:21:27.776160+00:00,1.70473849,0.00046762,55.4916,101.3087,355.4065,4.5623,0,U,41860,999,5951,0.00000000000000,0.00000024,0.0000000000000,29600.338,844.704,23236.044,23208.361,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5240046,328408869,0 GALILEO 16 (26C),1 41860U 16069B   26159.97323815  .00000024  00000-0  00000-0 0  9998,2 41860  55.4916 101.3087 0004676 355.4065   4.5623  1.70473849 59515,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-10T11:00:42,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-09 13:26:08.510208+00:00,1.70473816,0.00046784,55.4919,101.2925,355.5007,4.4663,0,U,41860,999,5952,0.00000000000000,0.00000022,0.0000000000000,29600.341,844.705,23236.055,23208.358,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5240916,328556088,0 GALILEO 16 (26C),1 41860U 16069B   26160.55982072  .00000022  00000-0  00000-0 0  9998,2 41860  55.4919 101.2925 0004678 355.5007   4.4663  1.70473816 59525,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-10T17:34:46,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-10 03:30:48.933216+00:00,1.70473868,0.00046789,55.4922,101.2762,355.7318,4.2331,0,U,41860,999,5953,0.00000000000000,0.00000018,0.0000000000000,29600.335,844.704,23236.050,23208.351,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5241716,328662658,0 GALILEO 16 (26C),1 41860U 16069B   26161.14639969  .00000018  00000-0  00000-0 0  9993,2 41860  55.4922 101.2762 0004679 355.7318   4.2331  1.70473868 59534,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-13T10:14:27,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-12 11:49:31.821024+00:00,1.70473717,0.00046589,55.4937,101.2113,357.7539,2.2023,0,U,41860,999,5957,0.00000000000000,0.00000000,0.0000000000000,29600.353,844.705,23236.008,23208.427,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5243522,328981521,0 GALILEO 16 (26C),1 41860U 16069B   26163.49272941  .00000000  00000-0  00000-0 0  9997,2 41860  55.4937 101.2113 0004659 357.7539   2.2023  1.70473717 59578,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-13T23:16:58,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-13 01:54:12.453984+00:00,1.70473740,0.00046530,55.4941,101.1951,357.9149,2.0398,0,U,41860,999,5958,0.00000000000000,-0.00000004,0.0000000000000,29600.350,844.705,23235.988,23208.442,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5244976,329133663,0 GALILEO 16 (26C),1 41860U 16069B   26164.07931081 -.00000004  00000-0  00000+0 0  9993,2 41860  55.4941 101.1951 0004653 357.9149   2.0398  1.70473740 59585,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-14T05:02:57,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-13 01:54:12.454848+00:00,1.70473740,0.00046533,55.4941,101.1951,357.9149,2.0398,0,U,41860,999,5958,0.00000000000000,-0.00000004,0.0000000000000,29600.350,844.705,23235.989,23208.441,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5245182,329203954,0 GALILEO 16 (26C),1 41860U 16069B   26164.07931082 -.00000004  00000-0  00000-0 0  9995,2 41860  55.4941 101.1951 0004653 357.9149   2.0398  1.70473740 59585,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-15T02:25:05,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-14 06:03:34.358400+00:00,1.70473713,0.00046425,55.4947,101.1626,358.3825,1.5720,0,U,41860,999,5960,0.00000000000000,-0.00000011,0.0000000000000,29600.353,844.705,23235.960,23208.476,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5247531,329530930,0 GALILEO 16 (26C),1 41860U 16069B   26165.25248100 -.00000011  00000-0  00000-0 0  9996,2 41860  55.4947 101.1626 0004642 358.3825   1.5720  1.70473713 59600,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-17T17:43:15,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-17 04:27:01.265184+00:00,1.70473702,0.00046204,55.4965,101.0814,0.5608,359.4079,0,U,41860,999,5965,0.00000000000000,-0.00000013,0.0000000000000,29600.355,844.705,23235.896,23208.543,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5252865,330229080,0 GALILEO 16 (26C),1 41860U 16069B   26168.18543131 -.00000013  00000-0  00000-0 0  9995,2 41860  55.4965 101.0814 0004620   0.5608 359.4079  1.70473702 59654,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-19T11:14:33,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-18 22:41:05.677440+00:00,1.70473680,0.00046071,55.4975,101.0327,1.4092,358.5693,0,U,41860,999,5968,0.00000000000000,-0.00000012,0.0000000000000,29600.357,844.705,23235.859,23208.585,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5255912,330687846,0 GALILEO 16 (26C),1 41860U 16069B   26169.94520460 -.00000012  00000-0  00000-0 0  9999,2 41860  55.4975 101.0327 0004607   1.4092 358.5693  1.70473680 59686,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-23T03:40:42,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-22 11:09:12.531168+00:00,1.70473711,0.00045534,55.4994,100.9352,5.8604,354.1239,0,U,41860,999,5974,0.00000000000000,-0.00000027,0.0000000000000,29600.354,844.705,23235.697,23208.740,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5257616,330960995,0 GALILEO 16 (26C),1 41860U 16069B   26173.46472837 -.00000027  00000-0  00000-0 0  9991,2 41860  55.4994 100.9352 0004553   5.8604 354.1239  1.70473711 59740,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-24T02:28:56,18 SPCS,GALILEO 16 (26C),2016-069B,EARTH,TEME,UTC,SGP4,2026-06-23 15:18:34.835616+00:00,1.70473709,0.00045345,55.5001,100.9027,9.5312,350.4536,0,U,41860,999,5976,0.00000000000000,-0.00000034,0.0000000000000,29600.354,844.705,23235.641,23208.796,PAYLOAD,LARGE,ESA,2016-11-17,FRGUI,,5257684,331030187,0 GALILEO 16 (26C),1 41860U 16069B   26174.63790319 -.00000034  00000-0  00000-0 0  9997,2 41860  55.5001 100.9027 0004535   9.5312 350.4536  1.70473709 59764,41860
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-16T10:38:26,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-15 14:49:38.867808+00:00,1.00292474,0.07623408,39.4779,243.6336,268.9240,83.1436,0,U,42738,999,730,0.00000000000000,-0.00000183,0.0000000000000,42158.933,1435.801,38994.746,32566.850,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5196540,323438950,0 QZS-2,1 42738U 17028A   26135.61781097 -.00000183  00000-0  00000-0 0  9991,2 42738  39.4779 243.6336 0762341 268.9240  83.1436  1.00292474  7300,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-18T10:14:28,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-17 14:43:23.609280+00:00,1.00291921,0.07622233,39.4747,243.6045,268.9413,83.6963,0,U,42738,999,732,0.00000000000000,-0.00000182,0.0000000000000,42159.088,1435.809,38994.417,32567.489,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5201404,323690304,0 QZS-2,1 42738U 17028A   26137.61346770 -.00000182  00000-0  00000-0 0  9997,2 42738  39.4747 243.6045 0762223 268.9413  83.6963  1.00291921  7321,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-18T23:26:32,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-18 14:36:32.385024+00:00,1.00291579,0.07616400,39.4728,243.5900,268.9537,83.0393,0,U,42738,999,733,0.00000000000000,-0.00000187,0.0000000000000,42159.184,1435.813,38992.061,32570.037,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5202527,323734060,0 QZS-2,1 42738U 17028A   26138.60870816 -.00000187  00000-0  00000+0 0  9994,2 42738  39.4728 243.5900 0761640 268.9537  83.0393  1.00291579  7339,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-19T02:42:52,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-18 14:36:32.385888+00:00,1.00291579,0.07616398,39.4728,243.5900,268.9538,83.0393,0,U,42738,999,733,0.00000000000000,-0.00000187,0.0000000000000,42159.184,1435.813,38992.060,32570.038,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5203002,323760026,0 QZS-2,1 42738U 17028A   26138.60870817 -.00000187  00000-0  00000-0 0  9996,2 42738  39.4728 243.5900 0761640 268.9538  83.0393  1.00291579  7330,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-21T03:02:41,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-20 14:27:38.627424+00:00,1.00291062,0.07612680,39.4697,243.5610,268.9737,82.9237,0,U,42738,999,735,0.00000000000000,-0.00000207,0.0000000000000,42159.329,1435.821,38990.649,32571.739,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5207306,324027690,0 QZS-2,1 42738U 17028A   26140.60253041 -.00000207  00000-0  00000-0 0  9996,2 42738  39.4697 243.5610 0761268 268.9737  82.9237  1.00291062  7354,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-22T03:00:41,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-21 14:25:38.742240+00:00,1.00290802,0.07611329,39.4687,243.5464,268.9838,83.4780,0,U,42738,999,736,0.00000000000000,-0.00000219,0.0000000000000,42159.402,1435.825,38990.157,32572.376,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5208707,324257497,0 QZS-2,1 42738U 17028A   26141.60114285 -.00000219  00000-0  00000-0 0  9996,2 42738  39.4687 243.5464 0761133 268.9838  83.4780  1.00290802  7364,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-22T22:26:34,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-22 14:19:23.869920+00:00,1.00290506,0.07610500,39.4669,243.5317,268.9917,82.9674,0,U,42738,999,737,0.00000000000000,-0.00000229,0.0000000000000,42159.485,1435.829,38989.897,32572.802,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5209272,324391227,0 QZS-2,1 42738U 17028A   26142.59680405 -.00000229  00000-0  00000+0 0  9997,2 42738  39.4669 243.5317 0761050 268.9917  82.9674  1.00290506  7375,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-23T17:30:58,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-22 14:19:23.870784+00:00,1.00290506,0.07610501,39.4669,243.5318,268.9917,82.9674,0,U,42738,999,737,0.00000000000000,-0.00000229,0.0000000000000,42159.485,1435.829,38989.897,32572.802,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5210736,324547248,0 QZS-2,1 42738U 17028A   26142.59680406 -.00000229  00000-0  00000-0 0  9999,2 42738  39.4669 243.5318 0761050 268.9917  82.9674  1.00290506  7376,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-23T23:57:06,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-23 13:42:40.346784+00:00,1.00290225,0.07607160,39.4655,243.5175,269.0027,74.8135,0,U,42738,999,737,0.00000000000000,-0.00000234,0.0000000000000,42159.563,1435.833,38988.574,32574.283,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5210981,324589148,0 QZS-2,1 42738U 17028A   26143.57130031 -.00000234  00000-0  00000+0 0  9997,2 42738  39.4655 243.5175 0760716 269.0027  74.8135  1.00290225  7374,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-25T04:06:45,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-24 14:13:41.801952+00:00,1.00289926,0.07606997,39.4639,243.5025,269.0109,83.6451,0,U,42738,999,739,0.00000000000000,-0.00000234,0.0000000000000,42159.647,1435.837,38988.595,32574.429,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5212715,324759945,0 QZS-2,1 42738U 17028A   26144.59284493 -.00000234  00000-0  00000-0 0  9993,2 42738  39.4639 243.5025 0760700 269.0109  83.6451  1.00289926  7391,42738
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-26T10:30:27,18 SPCS,QZS-2,2017-028A,EARTH,TEME,UTC,SGP4,2026-05-25 13:25:01.121664+00:00,1.00289658,0.07606261,39.4625,243.4883,269.0192,72.4917,0,U,42738,999,739,0.00000000000000,-0.00000230,0.0000000000000,42159.722,1435.841,38988.366,32574.809,PAYLOAD,LARGE,JPN,2017-06-01,TNSTA,,5214595,324999976,0 QZS-2,1 42738U 17028A   26145.55904076 -.00000230  00000-0  00000-0 0  9992,2 42738  39.4625 243.4883 0760626 269.0192  72.4917  1.00289658  7391,42738
