CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,norad_id
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-10T11:00:42,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-09 20:48:16.099200+00:00,2.00571348,0.00173168,54.8503,334.4786,3.9741,359.2011,0,U,62339,999,1111,0.00000000000000,-0.00000062,0.0000000000000,26559.664,717.949,20227.522,20135.536,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5240916,328568085,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26160.86685300 -.00000062  00000-0  00000-0 0  9997,2 62339  54.8503 334.4786 0017317   3.9741 359.2011  2.00571348 11113,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-11T11:04:42,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-10 20:45:32.983776+00:00,2.00571298,0.00173081,54.8505,334.4380,3.9284,359.9607,0,U,62339,999,1113,0.00000000000000,-0.00000065,0.0000000000000,26559.669,717.949,20227.503,20135.564,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5241797,328708218,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26161.86496509 -.00000065  00000-0  00000-0 0  9992,2 62339  54.8505 334.4380 0017308   3.9284 359.9607  2.00571298 11131,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-13T16:46:33,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-13 08:49:23.988864+00:00,2.00571230,0.00171880,54.8503,334.3363,3.9293,7.0837,0,U,62339,999,1118,0.00000000000000,-0.00000075,0.0000000000000,26559.675,717.949,20227.190,20135.889,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5244193,329065214,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26164.36763876 -.00000075  00000-0  00000+0 0  9994,2 62339  54.8503 334.3363 0017188   3.9293   7.0837  2.00571230 11182,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-13T17:55:43,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-13 08:49:23.989728+00:00,2.00571230,0.00171883,54.8503,334.3363,3.9293,7.0837,0,U,62339,999,1118,0.00000000000000,-0.00000075,0.0000000000000,26559.675,717.949,20227.191,20135.888,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5244319,329105065,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26164.36763877 -.00000075  00000-0  00000-0 0  9996,2 62339  54.8503 334.3363 0017188   3.9293   7.0837  2.00571230 11182,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-17T17:43:15,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-17 08:41:48.247008+00:00,2.00571336,0.00172297,54.8483,334.1736,4.0833,11.4300,0,U,62339,999,1126,0.00000000000000,-0.00000089,0.0000000000000,26559.665,717.949,20227.292,20135.769,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5252865,330241586,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26168.36236397 -.00000089  00000-0  00000-0 0  9997,2 62339  54.8483 334.1736 0017230   4.0833  11.4300  2.00571336 11261,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-18T21:56:36,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-18 08:19:55.500960+00:00,2.00571406,0.00174870,54.8480,334.1335,4.2471,2.3726,0,U,62339,999,1128,0.00000000000000,-0.00000091,0.0000000000000,26559.659,717.949,20227.969,20135.079,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5254355,330489903,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26169.34717015 -.00000091  00000-0  00000+0 0  9999,2 62339  54.8480 334.1335 0017487   4.2471   2.3726  2.00571406 11288,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-18T17:45:15,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-18 08:19:55.501824+00:00,2.00571406,0.00174870,54.8480,334.1335,4.2471,2.3726,0,U,62339,999,1128,0.00000000000000,-0.00000091,0.0000000000000,26559.659,717.949,20227.969,20135.079,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5253513,330399932,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26169.34717016 -.00000091  00000-0  00000-0 0  9991,2 62339  54.8480 334.1335 0017487   4.2471   2.3726  2.00571406 11288,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-18T22:56:47,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-18 19:58:03.345888+00:00,2.00571448,0.00175870,54.8480,334.1137,4.3197,352.3728,0,U,62339,999,1128,0.00000000000000,-0.00000092,0.0000000000000,26559.655,717.949,20228.231,20134.810,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5254876,330543125,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26169.83198317 -.00000092  00000-0  00000+0 0  9992,2 62339  54.8480 334.1137 0017587   4.3197 352.3728  2.00571448 11281,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-19T02:57:24,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-18 19:58:03.346752+00:00,2.00571448,0.00175866,54.8480,334.1138,4.3197,352.3728,0,U,62339,999,1128,0.00000000000000,-0.00000092,0.0000000000000,26559.655,717.949,20228.230,20134.811,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5255019,330579851,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26169.83198318 -.00000092  00000-0  00000-0 0  9994,2 62339  54.8480 334.1138 0017587   4.3197 352.3728  2.00571448 11282,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-19T11:14:33,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-19 01:56:57.413184+00:00,2.00571470,0.00174383,54.8479,334.1037,4.2476,172.4131,0,U,62339,999,1129,0.00000000000000,-0.00000093,0.0000000000000,26559.653,717.949,20227.834,20135.203,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5255912,330699833,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26170.08122006 -.00000093  00000-0  00000-0 0  9995,2 62339  54.8479 334.1037 0017438   4.2476 172.4131  2.00571470 11297,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-20T10:42:50,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-20 01:54:13.834656+00:00,2.00571569,0.00174930,54.8474,334.0632,4.3355,173.0364,0,U,62339,999,1131,0.00000000000000,-0.00000095,0.0000000000000,26559.645,717.948,20227.970,20135.049,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5256487,330847262,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26171.07932679 -.00000095  00000-0  00000-0 0  9992,2 62339  54.8474 334.0632 0017493   4.3355 173.0364  2.00571569 11317,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-23T03:40:42,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-22 01:48:41.783904+00:00,2.00571761,0.00175752,54.8465,333.9823,4.4653,174.2883,0,U,62339,999,1135,0.00000000000000,-0.00000100,0.0000000000000,26559.628,717.948,20228.172,20134.814,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5257616,330973480,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26173.07548361 -.00000100  00000-0  00000-0 0  9992,2 62339  54.8465 333.9823 0017575   4.4653 174.2883  2.00571761 11357,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-24T02:28:56,18 SPCS,NAVSTAR 83 (USA 440),2024-242A,EARTH,TEME,UTC,SGP4,2026-06-23 01:45:58.658112+00:00,2.00571849,0.00175601,54.8459,333.9419,4.4754,174.9937,0,U,62339,999,1137,0.00000000000000,-0.00000103,0.0000000000000,26559.620,717.947,20228.124,20134.846,PAYLOAD,LARGE,US,2024-12-17,AFETR,,5257684,331042672,0 NAVSTAR 83 (USA 440),1 62339U 24242A   26174.07359558 -.00000103  00000-0  00000-0 0  9994,2 62339  54.8459 333.9419 0017560   4.4754 174.9937  2.00571849 11373,62339
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-16T10:38:26,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-15 07:00:47.839104+00:00,2.13103698,0.00062644,65.0668,73.9199,234.2965,125.6239,0,U,63130,999,934,0.00000000000000,-0.00000013,0.0000000000000,25507.889,675.727,19145.733,19113.775,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5196540,323451049,0 COSMOS 2584(GLONASS),1 63130U 25042A   26135.29222036 -.00000013  00000-0  00000-0 0  9994,2 63130  65.0668  73.9199 0006264 234.2965 125.6239  2.13103698  9340,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-16T17:43:08,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-16 05:32:15.530784+00:00,2.13103681,0.00062398,65.0673,73.8879,234.0729,125.8480,0,U,63130,999,936,0.00000000000000,-0.00000015,0.0000000000000,25507.890,675.727,19145.672,19113.839,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5196581,323484748,0 COSMOS 2584(GLONASS),1 63130U 25042A   26136.23073531 -.00000015  00000-0  00000-0 0  9995,2 63130  65.0673  73.8879 0006240 234.0729 125.8480  2.13103681  9364,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-18T10:14:28,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-17 15:19:27.321024+00:00,2.13103688,0.00062055,65.0681,73.8401,233.7243,126.2004,0,U,63130,999,939,0.00000000000000,-0.00000013,0.0000000000000,25507.890,675.727,19145.584,19113.926,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5201404,323702903,0 COSMOS 2584(GLONASS),1 63130U 25042A   26137.63851066 -.00000013  00000-0  00000-0 0  9995,2 63130  65.0681  73.8401 0006205 233.7243 126.2004  2.13103688  9399,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-19T02:42:52,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-18 02:35:11.309856+00:00,2.13103695,0.00061946,65.0684,73.8242,233.6526,126.2739,0,U,63130,999,940,0.00000000000000,-0.00000012,0.0000000000000,25507.889,675.727,19145.555,19113.953,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5203002,323772622,0 COSMOS 2584(GLONASS),1 63130U 25042A   26138.10776979 -.00000012  00000-0  00000-0 0  9996,2 63130  65.0684  73.8242 0006195 233.6526 126.2739  2.13103695  9401,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-19T10:22:28,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-19 01:06:39.345408+00:00,2.13103706,0.00061741,65.0688,73.7923,233.4667,126.4639,0,U,63130,999,942,0.00000000000000,-0.00000009,0.0000000000000,25507.888,675.727,19145.502,19114.004,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5203799,323825371,0 COSMOS 2584(GLONASS),1 63130U 25042A   26139.04628872 -.00000009  00000-0  00000-0 0  9994,2 63130  65.0688  73.7923 0006174 233.4667 126.4639  2.13103706  9427,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-20T02:32:39,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-19 01:06:39.348000+00:00,2.13103707,0.00061718,65.0688,73.7923,233.4526,126.4781,0,U,63130,999,942,0.00000000000000,-0.00000009,0.0000000000000,25507.888,675.727,19145.496,19114.010,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5205549,323899624,0 COSMOS 2584(GLONASS),1 63130U 25042A   26139.04628875 -.00000009  00000-0  00000-0 0  9997,2 63130  65.0688  73.7923 0006172 233.4526 126.4781  2.13103707  9428,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-20T11:06:57,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-19 23:38:07.356768+00:00,2.13103731,0.00061467,65.0693,73.7603,233.1890,126.7457,0,U,63130,999,944,0.00000000000000,-0.00000007,0.0000000000000,25507.886,675.727,19145.430,19114.072,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5206425,323953130,0 COSMOS 2584(GLONASS),1 63130U 25042A   26139.98480737 -.00000007  00000-0  00000-0 0  9991,2 63130  65.0693  73.7603 0006147 233.1890 126.7457  2.13103731  9444,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-20T17:35:22,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-20 10:53:51.315360+00:00,2.13103740,0.00061449,65.0696,73.7444,233.1697,126.7665,0,U,63130,999,945,0.00000000000000,-0.00000007,0.0000000000000,25507.886,675.727,19145.425,19114.076,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5207233,324006826,0 COSMOS 2584(GLONASS),1 63130U 25042A   26140.45406615 -.00000007  00000-0  00000-0 0  9998,2 63130  65.0696  73.7444 0006145 233.1697 126.7665  2.13103740  9455,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-21T03:02:41,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-20 10:53:51.319680+00:00,2.13103740,0.00061408,65.0695,73.7444,233.1175,126.8187,0,U,63130,999,945,0.00000000000000,-0.00000007,0.0000000000000,25507.886,675.727,19145.414,19114.087,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5207306,324040284,0 COSMOS 2584(GLONASS),1 63130U 25042A   26140.45406620 -.00000007  00000-0  00000-0 0  9994,2 63130  65.0695  73.7444 0006141 233.1175 126.8187  2.13103740  9451,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-23T17:30:58,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-20 22:09:35.274816+00:00,2.13103746,0.00061185,65.0699,73.7284,233.1924,126.7452,0,U,63130,999,946,0.00000000000000,-0.00000007,0.0000000000000,25507.885,675.727,19145.357,19114.143,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5210736,324560340,0 COSMOS 2584(GLONASS),1 63130U 25042A   26140.92332494 -.00000007  00000-0  00000-0 0  9993,2 63130  65.0699  73.7284 0006119 233.1924 126.7452  2.13103746  9465,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-21T10:54:40,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-20 22:09:35.281728+00:00,2.13103738,0.00061333,65.0698,73.7284,233.0427,126.8949,0,U,63130,999,946,0.00000000000000,-0.00000007,0.0000000000000,25507.886,675.727,19145.396,19114.106,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5207355,324073175,0 COSMOS 2584(GLONASS),1 63130U 25042A   26140.92332502 -.00000007  00000-0  00000-0 0  9993,2 63130  65.0698  73.7284 0006133 233.0427 126.8949  2.13103738  9460,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-25T04:06:45,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-24 04:59:41.859168+00:00,2.13103805,0.00060498,65.0715,73.6167,232.3879,127.5503,0,U,63130,999,953,0.00000000000000,-0.00000031,0.0000000000000,25507.880,675.727,19145.177,19114.314,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5212715,324773035,0 COSMOS 2584(GLONASS),1 63130U 25042A   26144.20812337 -.00000031  00000-0  00000-0 0  9994,2 63130  65.0715  73.6167 0006050 232.3879 127.5503  2.13103805  9537,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-26T10:30:27,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-25 03:31:09.308928+00:00,2.13103815,0.00060220,65.0720,73.5848,231.8877,128.0491,0,U,63130,999,955,0.00000000000000,-0.00000041,0.0000000000000,25507.880,675.727,19145.105,19114.384,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5214595,325013065,0 COSMOS 2584(GLONASS),1 63130U 25042A   26145.14663552 -.00000041  00000-0  00000-0 0  9992,2 63130  65.0720  73.5848 0006022 231.8877 128.0491  2.13103815  9554,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-25T17:37:17,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-25 03:31:09.321888+00:00,2.13103804,0.00060252,65.0720,73.5848,231.9508,127.9858,0,U,63130,999,955,0.00000000000000,-0.00000041,0.0000000000000,25507.880,675.727,19145.114,19114.376,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5214505,324979224,0 COSMOS 2584(GLONASS),1 63130U 25042A   26145.14663567 -.00000041  00000-0  00000-0 0  9998,2 63130  65.0720  73.5848 0006025 231.9508 127.9858  2.13103804  9552,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-27T10:30:52,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-27 00:34:04.269792+00:00,2.13103852,0.00059671,65.0730,73.5210,231.2903,128.6445,0,U,63130,999,959,0.00000000000000,-0.00000058,0.0000000000000,25507.877,675.727,19144.962,19114.521,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5215548,325195040,0 COSMOS 2584(GLONASS),1 63130U 25042A   26147.02366053 -.00000058  00000-0  00000-0 0  9995,2 63130  65.0730  73.5210 0005967 231.2903 128.6445  2.13103852  9599,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-27T18:02:45,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-27 00:34:04.274976+00:00,2.13103850,0.00059670,65.0730,73.5210,231.3051,128.6297,0,U,63130,999,959,0.00000000000000,-0.00000058,0.0000000000000,25507.877,675.727,19144.962,19114.521,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5216400,325309405,0 COSMOS 2584(GLONASS),1 63130U 25042A   26147.02366059 -.00000058  00000-0  00000-0 0  9991,2 63130  65.0730  73.5210 0005967 231.3051 128.6297  2.13103850  9597,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-28T10:52:39,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-27 23:05:31.886304+00:00,2.13103882,0.00059416,65.0735,73.4891,230.9789,128.9565,0,U,63130,999,961,0.00000000000000,-0.00000061,0.0000000000000,25507.874,675.727,19144.895,19114.583,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5218154,325538765,0 COSMOS 2584(GLONASS),1 63130U 25042A   26147.96217461 -.00000061  00000-0  00000-0 0  9990,2 63130  65.0735  73.4891 0005942 230.9789 128.9565  2.13103882  9611,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-29T17:54:44,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-29 08:52:43.381056+00:00,2.13103952,0.00059579,65.0743,73.4413,230.8866,129.0514,0,U,63130,999,964,0.00000000000000,-0.00000058,0.0000000000000,25507.869,675.727,19144.931,19114.536,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5221432,325883958,0 COSMOS 2584(GLONASS),1 63130U 25042A   26149.36994654 -.00000058  00000-0  00000-0 0  9998,2 63130  65.0743  73.4413 0005958 230.8866 129.0514  2.13103952  9649,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-31T06:06:41,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-30 07:24:11.392416+00:00,2.13103952,0.00059405,65.0747,73.4094,230.6218,129.3199,0,U,63130,999,966,0.00000000000000,-0.00000052,0.0000000000000,25507.869,675.727,19144.887,19114.581,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5223946,326216769,0 COSMOS 2584(GLONASS),1 63130U 25042A   26150.30846519 -.00000052  00000-0  00000-0 0  9994,2 63130  65.0747  73.4094 0005940 230.6218 129.3199  2.13103952  9662,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-01T10:22:25,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-05-31 05:55:39.458208+00:00,2.13103967,0.00059206,65.0752,73.3776,230.3550,129.5914,0,U,63130,999,968,0.00000000000000,-0.00000044,0.0000000000000,25507.867,675.727,19144.835,19114.630,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5227124,326552176,0 COSMOS 2584(GLONASS),1 63130U 25042A   26151.24698447 -.00000044  00000-0  00000-0 0  9994,2 63130  65.0752  73.3776 0005921 230.3550 129.5914  2.13103967  9684,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-05T08:16:34,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-04 22:32:59.851104+00:00,2.13103948,0.00058310,65.0776,73.2182,229.2014,130.7692,0,U,63130,999,978,0.00000000000000,-0.00000009,0.0000000000000,25507.869,675.727,19144.608,19114.860,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5230907,327230702,0 COSMOS 2584(GLONASS),1 63130U 25042A   26155.93958161 -.00000009  00000-0  00000+0 0  9996,2 63130  65.0776  73.2182 0005831 229.2014 130.7692  2.13103948  9789,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-05T11:08:39,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-04 22:32:59.851968+00:00,2.13103948,0.00058312,65.0776,73.2182,229.2014,130.7692,0,U,63130,999,978,0.00000000000000,-0.00000009,0.0000000000000,25507.869,675.727,19144.608,19114.860,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5231022,327269424,0 COSMOS 2584(GLONASS),1 63130U 25042A   26155.93958162 -.00000009  00000-0  00000-0 0  9998,2 63130  65.0776  73.2182 0005831 229.2014 130.7692  2.13103948  9789,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-08T00:36:35,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-07 06:51:38.494080+00:00,2.13103973,0.00059050,65.0788,73.1386,230.6055,129.3655,0,U,63130,999,983,0.00000000000000,-0.00000011,0.0000000000000,25507.867,675.726,19144.794,19114.670,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5236168,327929413,0 COSMOS 2584(GLONASS),1 63130U 25042A   26158.28586220 -.00000011  00000-0  00000+0 0  9993,2 63130  65.0788  73.1386 0005905 230.6055 129.3655  2.13103973  9837,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-08T10:56:51,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-07 18:07:22.526976+00:00,2.13103915,0.00058542,65.0790,73.1226,229.2892,130.6828,0,U,63130,999,984,0.00000000000000,-0.00000013,0.0000000000000,25507.872,675.727,19144.669,19114.804,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5237053,328039599,0 COSMOS 2584(GLONASS),1 63130U 25042A   26158.75512184 -.00000013  00000-0  00000-0 0  9996,2 63130  65.0790  73.1226 0005854 229.2892 130.6828  2.13103915  9843,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-08T17:06:40,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-08 05:23:06.412128+00:00,2.13103875,0.00058280,65.0792,73.1067,228.4476,131.5246,0,U,63130,999,985,0.00000000000000,-0.00000015,0.0000000000000,25507.875,675.727,19144.606,19114.874,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5237682,328104007,0 COSMOS 2584(GLONASS),1 63130U 25042A   26159.22437977 -.00000015  00000-0  00000+0 0  9996,2 63130  65.0792  73.1067 0005828 228.4476 131.5246  2.13103875  9858,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-09T02:58:40,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-08 05:23:06.412992+00:00,2.13103875,0.00058283,65.0792,73.1067,228.4476,131.5246,0,U,63130,999,985,0.00000000000000,-0.00000015,0.0000000000000,25507.875,675.727,19144.607,19114.873,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5238447,328203467,0 COSMOS 2584(GLONASS),1 63130U 25042A   26159.22437978 -.00000015  00000-0  00000-0 0  9998,2 63130  65.0792  73.1067 0005828 228.4476 131.5246  2.13103875  9858,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-16T17:35:04,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-16 04:50:31.942176+00:00,2.13103849,0.00057452,65.0842,72.8354,226.1824,133.8028,0,U,63130,999,1002,0.00000000000000,-0.00000022,0.0000000000000,25507.877,675.727,19144.397,19115.087,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5250820,330014812,0 COSMOS 2584(GLONASS),1 63130U 25042A   26167.20175859 -.00000022  00000-0  00000-0 0  9990,2 63130  65.0842  72.8354 0005745 226.1824 133.8028  2.13103849 10024,63130
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-06-20T10:42:50,18 SPCS,COSMOS 2584(GLONASS),2025-042A,EARTH,TEME,UTC,SGP4,2026-06-19 22:56:24.809280+00:00,2.13103910,0.00051351,65.0856,72.7078,219.8892,140.1108,0,U,63130,999,1010,0.00000000000000,-0.00000037,0.0000000000000,25507.872,675.727,19142.836,19116.638,PAYLOAD,LARGE,CIS,2025-03-02,PKMTR,,5256487,330848613,0 COSMOS 2584(GLONASS),1 63130U 25042A   26170.95584270 -.00000037  00000-0  00000-0 0  9993,2 63130  65.0856  72.7078 0005135 219.8892 140.1108  2.13103910 10106,63130
